latitude,longitude,elevation,timezone,country,state,county
3.33,99.02,55,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.29,99.02,62,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.25,99.02,73,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.21,99.02,95,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.17,99.02,127,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.13,99.02,161,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.09,99.02,219,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.05,99.02,275,7,Indonesia,b'Sumatera Utara',b'Simalungun'
3.01,99.02,375,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.97,99.02,454,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.93,99.02,534,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.89,99.02,573,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.85,99.02,628,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.81,99.02,743,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.77,99.02,865,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.73,99.02,996,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.69,99.02,1222,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.65,99.02,1530,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.61,99.02,1263,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.57,99.02,1195,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.53,99.02,990,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.49,99.02,900,7,Indonesia,b'Sumatera Utara',b'Lake Toba'
2.45,99.02,900,7,Indonesia,b'Sumatera Utara',b'Lake Toba'
2.41,99.02,900,7,Indonesia,b'Sumatera Utara',b'Lake Toba'
2.37,99.02,900,7,Indonesia,b'Sumatera Utara',b'Lake Toba'
2.33,99.02,976,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.29,99.02,1340,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.25,99.02,1353,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.21,99.02,1259,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.17,99.02,1183,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.13,99.02,1151,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.09,99.02,1139,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.05,99.02,1142,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.01,99.02,1200,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.97,99.02,1162,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.93,99.02,918,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.89,99.02,912,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.85,99.02,985,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.81,99.02,836,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.77,99.02,978,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.73,99.02,913,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.69,99.02,871,7,Indonesia,b'Sumatera Utara',b'Tapanuli Tengah'
1.65,99.02,817,7,Indonesia,b'Sumatera Utara',b'Tapanuli Tengah'
1.61,99.02,552,7,Indonesia,b'Sumatera Utara',b'Tapanuli Tengah'
1.57,99.02,267,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.53,99.02,242,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.49,99.02,74,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.45,99.02,42,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.41,99.02,50,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.37,99.02,71,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.33,99.02,67,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.29,99.02,253,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.25,99.02,300,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.21,99.02,232,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.17,99.02,222,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.13,99.02,181,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.09,99.02,100,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.05,99.02,74,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.01,99.02,101,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.97,99.02,36,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.93,99.02,43,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.89,99.02,33,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.85,99.02,22,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
-1.19,99.02,11,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.23,99.02,27,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.27,99.02,38,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.31,99.02,77,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.35,99.02,52,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.39,99.02,68,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.43,99.02,82,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.47,99.02,92,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.51,99.02,159,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.55,99.02,99,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.59,99.02,203,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.63,99.02,181,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.67,99.02,135,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.71,99.02,101,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.75,99.02,146,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
3.61,99.06,1,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.57,99.06,10,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.53,99.06,19,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.49,99.06,21,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.45,99.06,22,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.41,99.06,29,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.37,99.06,40,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.33,99.06,42,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.29,99.06,50,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.25,99.06,64,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.21,99.06,85,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.17,99.06,115,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.13,99.06,154,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.09,99.06,198,7,Indonesia,b'Sumatera Utara',b'Simalungun'
3.05,99.06,255,7,Indonesia,b'Sumatera Utara',b'Simalungun'
3.01,99.06,326,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.97,99.06,365,7,Indonesia,b'Sumatera Utara',b'Pematangsiantar'
2.93,99.06,449,7,Indonesia,b'Sumatera Utara',b'Pematangsiantar'
2.89,99.06,482,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.85,99.06,534,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.81,99.06,637,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.77,99.06,726,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.73,99.06,855,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.69,99.06,1083,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.65,99.06,1370,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.61,99.06,1600,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.57,99.06,1175,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.53,99.06,1041,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.49,99.06,1054,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.45,99.06,1051,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.41,99.06,996,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.37,99.06,902,7,Indonesia,b'Sumatera Utara',b'Lake Toba'
2.33,99.06,913,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.29,99.06,1357,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.25,99.06,1361,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.21,99.06,1278,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.17,99.06,1201,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.13,99.06,1166,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.09,99.06,1169,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.05,99.06,1179,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.01,99.06,1263,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.97,99.06,1312,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.93,99.06,1117,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.89,99.06,737,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.85,99.06,647,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.81,99.06,613,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.77,99.06,856,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.73,99.06,950,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.69,99.06,919,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.65,99.06,784,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.61,99.06,682,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.57,99.06,554,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.53,99.06,470,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.49,99.06,126,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.45,99.06,81,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.41,99.06,75,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.37,99.06,188,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.33,99.06,109,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.29,99.06,124,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.25,99.06,237,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.21,99.06,105,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.17,99.06,99,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.13,99.06,154,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.09,99.06,146,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.05,99.06,173,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.01,99.06,67,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.97,99.06,54,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.93,99.06,53,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.89,99.06,26,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.85,99.06,34,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.81,99.06,33,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.77,99.06,30,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.73,99.06,10,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.65,99.06,7,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
-1.27,99.06,12,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.31,99.06,29,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.35,99.06,48,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.39,99.06,94,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.43,99.06,105,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.47,99.06,77,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.51,99.06,77,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.55,99.06,79,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.59,99.06,121,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.63,99.06,123,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.67,99.06,147,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.71,99.06,89,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.75,99.06,78,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
3.57,99.1,6,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.53,99.1,16,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.49,99.1,16,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.45,99.1,14,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.41,99.1,24,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.37,99.1,29,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.33,99.1,35,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.29,99.1,37,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.25,99.1,59,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.21,99.1,92,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.17,99.1,126,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.13,99.1,156,7,Indonesia,b'Sumatera Utara',b'Simalungun'
3.09,99.1,186,7,Indonesia,b'Sumatera Utara',b'Simalungun'
3.05,99.1,231,7,Indonesia,b'Sumatera Utara',b'Simalungun'
3.01,99.1,265,7,Indonesia,b'Sumatera Utara',b'Pematangsiantar'
2.97,99.1,311,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.93,99.1,377,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.89,99.1,401,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.85,99.1,436,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.81,99.1,524,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.77,99.1,629,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.73,99.1,740,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.69,99.1,930,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.65,99.1,1147,7,Indonesia,b'Sumatera Utara',b'Asahan'
2.61,99.1,1890,7,Indonesia,b'Sumatera Utara',b'Asahan'
2.57,99.1,1478,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.53,99.1,1046,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.49,99.1,1014,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.45,99.1,996,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.41,99.1,937,7,Indonesia,b'Sumatera Utara',b'Lake Toba'
2.37,99.1,900,7,Indonesia,b'Sumatera Utara',b'Lake Toba'
2.33,99.1,913,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.29,99.1,1403,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.25,99.1,1380,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.21,99.1,1336,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.17,99.1,1251,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.13,99.1,1208,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.09,99.1,1207,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.05,99.1,1201,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.01,99.1,1210,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.97,99.1,1259,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.93,99.1,1324,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.89,99.1,1247,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.85,99.1,897,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.81,99.1,590,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.77,99.1,554,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.73,99.1,763,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.69,99.1,864,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.65,99.1,845,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.61,99.1,735,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.57,99.1,482,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.53,99.1,343,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.49,99.1,212,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.45,99.1,277,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.41,99.1,234,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.37,99.1,310,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.33,99.1,382,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.29,99.1,160,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.25,99.1,105,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.21,99.1,41,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.17,99.1,31,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.13,99.1,63,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.09,99.1,156,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.05,99.1,217,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.01,99.1,167,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.97,99.1,74,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.93,99.1,69,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.89,99.1,38,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.85,99.1,31,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.81,99.1,30,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.77,99.1,46,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.73,99.1,31,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.69,99.1,13,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.65,99.1,51,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.61,99.1,3,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.37,99.1,1,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
-1.39,99.1,35,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.43,99.1,51,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.47,99.1,90,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.51,99.1,61,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.55,99.1,73,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.59,99.1,81,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.63,99.1,133,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.67,99.1,84,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.71,99.1,101,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.75,99.1,49,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.79,99.1,89,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
3.53,99.14,7,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.49,99.14,8,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.45,99.14,10,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.41,99.14,14,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.37,99.14,22,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.33,99.14,26,7,Indonesia,b'Sumatera Utara',b'Tebingtinggi'
3.29,99.14,30,7,Indonesia,b'Sumatera Utara',b'Tebingtinggi'
3.25,99.14,69,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.21,99.14,96,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.17,99.14,118,7,Indonesia,b'Sumatera Utara',b'Serdang Bedagai'
3.13,99.14,145,7,Indonesia,b'Sumatera Utara',b'Simalungun'
3.09,99.14,161,7,Indonesia,b'Sumatera Utara',b'Simalungun'
3.05,99.14,195,7,Indonesia,b'Sumatera Utara',b'Simalungun'
3.01,99.14,223,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.97,99.14,256,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.93,99.14,312,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.89,99.14,335,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.85,99.14,371,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.81,99.14,437,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.77,99.14,535,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.73,99.14,649,7,Indonesia,b'Sumatera Utara',b'Simalungun'
2.69,99.14,786,7,Indonesia,b'Sumatera Utara',b'Asahan'
2.65,99.14,993,7,Indonesia,b'Sumatera Utara',b'Asahan'
2.61,99.14,1411,7,Indonesia,b'Sumatera Utara',b'Asahan'
2.57,99.14,1482,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.53,99.14,1073,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.49,99.14,948,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.45,99.14,918,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.41,99.14,903,7,Indonesia,b'Sumatera Utara',b'Lake Toba'
2.37,99.14,905,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.33,99.14,929,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.29,99.14,1278,7,Indonesia,b'Sumatera Utara',b'Toba Samosir'
2.25,99.14,1439,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.21,99.14,1448,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.17,99.14,1367,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.13,99.14,1251,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.09,99.14,1283,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.05,99.14,1243,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
2.01,99.14,1196,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.97,99.14,1234,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.93,99.14,1342,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.89,99.14,1477,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.85,99.14,1360,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.81,99.14,890,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.77,99.14,612,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.73,99.14,474,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.69,99.14,558,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.65,99.14,801,7,Indonesia,b'Sumatera Utara',b'Tapanuli Utara'
1.61,99.14,703,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.57,99.14,580,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.53,99.14,366,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.49,99.14,363,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.45,99.14,378,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.41,99.14,528,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.37,99.14,574,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.33,99.14,255,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.29,99.14,230,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.25,99.14,362,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.21,99.14,91,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.17,99.14,36,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.13,99.14,41,7,Indonesia,b'Sumatera Utara',b'Tapanuli Selatan'
1.09,99.14,45,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.05,99.14,139,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
1.01,99.14,230,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.97,99.14,165,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.93,99.14,126,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.89,99.14,112,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.85,99.14,112,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.81,99.14,42,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.77,99.14,51,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.73,99.14,55,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.69,99.14,14,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.65,99.14,38,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.61,99.14,17,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.57,99.14,13,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.53,99.14,17,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.49,99.14,14,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.45,99.14,3,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.41,99.14,2,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
0.37,99.14,43,7,Indonesia,b'Sumatera Utara',b'Mandailing Natal'
-1.43,99.14,65,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.51,99.14,61,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
-1.55,99.14,36,7,Indonesia,b'Sumatera Barat',b'Kepulauan Mentawai'
