latitude,longitude,elevation,timezone,country,state,county
5.73,95.02,12,7,Indonesia,b'Aceh',b'Aceh Besar'
5.73,95.06,98,7,Indonesia,b'Aceh',b'Aceh Besar'
5.69,95.06,208,7,Indonesia,b'Aceh',b'Aceh Besar'
5.65,95.06,21,7,Indonesia,b'Aceh',b'Aceh Besar'
5.61,95.06,12,7,Indonesia,b'Aceh',b'Aceh Besar'
5.69,95.1,129,7,Indonesia,b'Aceh',b'Aceh Besar'
5.61,95.14,64,7,Indonesia,b'Aceh',b'Aceh Besar'
5.61,95.18,29,7,Indonesia,b'Aceh',b'Aceh Besar'
5.89,95.22,55,7,Indonesia,b'Aceh',b'Sabang'
5.53,95.22,128,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.22,28,7,Indonesia,b'Aceh',b'Aceh Besar'
5.85,95.26,86,7,Indonesia,b'Aceh',b'Sabang'
5.53,95.26,50,7,Indonesia,b'Aceh',b'Aceh Besar'
5.49,95.26,18,7,Indonesia,b'Aceh',b'Aceh Besar'
5.45,95.26,111,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.26,75,7,Indonesia,b'Aceh',b'Aceh Besar'
5.37,95.26,29,7,Indonesia,b'Aceh',b'Aceh Besar'
5.33,95.26,167,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.26,136,7,Indonesia,b'Aceh',b'Aceh Besar'
5.25,95.26,59,7,Indonesia,b'Aceh',b'Aceh Besar'
5.81,95.3,171,7,Indonesia,b'Aceh',b'Sabang'
5.57,95.3,0,7,Indonesia,b'Aceh',b'Banda Aceh'
5.53,95.3,6,7,Indonesia,b'Aceh',b'Banda Aceh'
5.49,95.3,301,7,Indonesia,b'Aceh',b'Aceh Besar'
5.45,95.3,480,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.3,464,7,Indonesia,b'Aceh',b'Aceh Besar'
5.37,95.3,357,7,Indonesia,b'Aceh',b'Aceh Besar'
5.33,95.3,416,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.3,516,7,Indonesia,b'Aceh',b'Aceh Besar'
5.25,95.3,428,7,Indonesia,b'Aceh',b'Aceh Besar'
5.21,95.3,197,7,Indonesia,b'Aceh',b'Aceh Besar'
5.89,95.34,10,7,Indonesia,b'Aceh',b'Sabang'
5.85,95.34,107,7,Indonesia,b'Aceh',b'Sabang'
5.81,95.34,173,7,Indonesia,b'Aceh',b'Sabang'
5.57,95.34,3,7,Indonesia,b'Aceh',b'Banda Aceh'
5.53,95.34,9,7,Indonesia,b'Aceh',b'Banda Aceh'
5.49,95.34,111,7,Indonesia,b'Aceh',b'Aceh Besar'
5.45,95.34,595,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.34,994,7,Indonesia,b'Aceh',b'Aceh Besar'
5.37,95.34,1068,7,Indonesia,b'Aceh',b'Aceh Besar'
5.33,95.34,358,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.34,861,7,Indonesia,b'Aceh',b'Aceh Besar'
5.25,95.34,612,7,Indonesia,b'Aceh',b'Aceh Besar'
5.21,95.34,628,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.17,95.34,288,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.13,95.34,26,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.09,95.34,19,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.61,95.38,5,7,Indonesia,b'Aceh',b'Aceh Besar'
5.57,95.38,8,7,Indonesia,b'Aceh',b'Aceh Besar'
5.53,95.38,12,7,Indonesia,b'Aceh',b'Aceh Besar'
5.49,95.38,19,7,Indonesia,b'Aceh',b'Aceh Besar'
5.45,95.38,27,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.38,120,7,Indonesia,b'Aceh',b'Aceh Besar'
5.37,95.38,330,7,Indonesia,b'Aceh',b'Aceh Besar'
5.33,95.38,481,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.38,939,7,Indonesia,b'Aceh',b'Aceh Besar'
5.25,95.38,1059,7,Indonesia,b'Aceh',b'Aceh Besar'
5.21,95.38,1234,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.17,95.38,472,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.13,95.38,89,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.09,95.38,74,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.05,95.38,122,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.01,95.38,62,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.93,95.38,124,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.65,95.42,32,7,Indonesia,b'Aceh',b'Aceh Besar'
5.61,95.42,174,7,Indonesia,b'Aceh',b'Aceh Besar'
5.57,95.42,104,7,Indonesia,b'Aceh',b'Aceh Besar'
5.53,95.42,41,7,Indonesia,b'Aceh',b'Aceh Besar'
5.49,95.42,26,7,Indonesia,b'Aceh',b'Aceh Besar'
5.45,95.42,24,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.42,44,7,Indonesia,b'Aceh',b'Aceh Besar'
5.37,95.42,92,7,Indonesia,b'Aceh',b'Aceh Besar'
5.33,95.42,196,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.42,282,7,Indonesia,b'Aceh',b'Aceh Besar'
5.25,95.42,459,7,Indonesia,b'Aceh',b'Aceh Besar'
5.21,95.42,878,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.17,95.42,361,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.13,95.42,140,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.09,95.42,211,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.05,95.42,155,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.01,95.42,287,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.97,95.42,499,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.93,95.42,268,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.89,95.42,77,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.85,95.42,8,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.61,95.46,168,7,Indonesia,b'Aceh',b'Aceh Besar'
5.57,95.46,316,7,Indonesia,b'Aceh',b'Aceh Besar'
5.53,95.46,223,7,Indonesia,b'Aceh',b'Aceh Besar'
5.49,95.46,48,7,Indonesia,b'Aceh',b'Aceh Besar'
5.45,95.46,35,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.46,36,7,Indonesia,b'Aceh',b'Aceh Besar'
5.37,95.46,55,7,Indonesia,b'Aceh',b'Aceh Besar'
5.33,95.46,121,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.46,247,7,Indonesia,b'Aceh',b'Aceh Besar'
5.25,95.46,696,7,Indonesia,b'Aceh',b'Aceh Besar'
5.21,95.46,807,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.17,95.46,453,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.13,95.46,183,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.09,95.46,353,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.05,95.46,307,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.01,95.46,579,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.97,95.46,639,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.93,95.46,346,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.89,95.46,122,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.85,95.46,11,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.81,95.46,17,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.57,95.5,106,7,Indonesia,b'Aceh',b'Aceh Besar'
5.53,95.5,294,7,Indonesia,b'Aceh',b'Aceh Besar'
5.49,95.5,140,7,Indonesia,b'Aceh',b'Aceh Besar'
5.45,95.5,78,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.5,37,7,Indonesia,b'Aceh',b'Aceh Besar'
5.37,95.5,49,7,Indonesia,b'Aceh',b'Aceh Besar'
5.33,95.5,72,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.5,207,7,Indonesia,b'Aceh',b'Aceh Besar'
5.25,95.5,704,7,Indonesia,b'Aceh',b'Aceh Besar'
5.21,95.5,1416,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.17,95.5,585,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.13,95.5,444,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.09,95.5,573,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.05,95.5,607,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.01,95.5,676,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.97,95.5,409,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.93,95.5,167,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.89,95.5,46,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.85,95.5,23,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.81,95.5,17,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.77,95.5,25,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.61,95.54,9,7,Indonesia,b'Aceh',b'Aceh Besar'
5.57,95.54,131,7,Indonesia,b'Aceh',b'Aceh Besar'
5.53,95.54,136,7,Indonesia,b'Aceh',b'Aceh Besar'
5.49,95.54,313,7,Indonesia,b'Aceh',b'Aceh Besar'
5.45,95.54,276,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.54,91,7,Indonesia,b'Aceh',b'Aceh Besar'
5.37,95.54,52,7,Indonesia,b'Aceh',b'Aceh Besar'
5.33,95.54,69,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.54,116,7,Indonesia,b'Aceh',b'Aceh Besar'
5.25,95.54,506,7,Indonesia,b'Aceh',b'Aceh Besar'
5.21,95.54,1113,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.17,95.54,466,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.13,95.54,509,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.09,95.54,775,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.05,95.54,929,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.01,95.54,633,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.97,95.54,428,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.93,95.54,195,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.89,95.54,94,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.85,95.54,56,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.81,95.54,40,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.77,95.54,11,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.73,95.54,25,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.69,95.54,86,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.61,95.58,19,7,Indonesia,b'Aceh',b'Aceh Besar'
5.57,95.58,157,7,Indonesia,b'Aceh',b'Aceh Besar'
5.53,95.58,261,7,Indonesia,b'Aceh',b'Aceh Besar'
5.49,95.58,341,7,Indonesia,b'Aceh',b'Aceh Besar'
5.45,95.58,336,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.58,163,7,Indonesia,b'Aceh',b'Aceh Besar'
5.37,95.58,70,7,Indonesia,b'Aceh',b'Aceh Besar'
5.33,95.58,78,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.58,87,7,Indonesia,b'Aceh',b'Aceh Besar'
5.25,95.58,285,7,Indonesia,b'Aceh',b'Aceh Besar'
5.21,95.58,822,7,Indonesia,b'Aceh',b'Aceh Besar'
5.17,95.58,739,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.13,95.58,644,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.09,95.58,708,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.05,95.58,952,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.01,95.58,713,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.97,95.58,616,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.93,95.58,411,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.89,95.58,170,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.85,95.58,86,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.81,95.58,101,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.77,95.58,31,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.73,95.58,26,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.69,95.58,64,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.61,95.62,32,7,Indonesia,b'Aceh',b'Aceh Besar'
5.57,95.62,92,7,Indonesia,b'Aceh',b'Aceh Besar'
5.53,95.62,178,7,Indonesia,b'Aceh',b'Aceh Besar'
5.49,95.62,371,7,Indonesia,b'Aceh',b'Aceh Besar'
5.45,95.62,544,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.62,268,7,Indonesia,b'Aceh',b'Aceh Besar'
5.37,95.62,118,7,Indonesia,b'Aceh',b'Aceh Besar'
5.33,95.62,110,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.62,104,7,Indonesia,b'Aceh',b'Aceh Besar'
5.25,95.62,137,7,Indonesia,b'Aceh',b'Aceh Besar'
5.21,95.62,452,7,Indonesia,b'Aceh',b'Aceh Besar'
5.17,95.62,995,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.13,95.62,1037,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.09,95.62,1176,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.05,95.62,1485,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.01,95.62,1290,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.97,95.62,880,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.93,95.62,447,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.89,95.62,269,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.85,95.62,145,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.81,95.62,125,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.77,95.62,95,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.73,95.62,63,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.69,95.62,77,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.65,95.62,34,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.57,95.66,66,7,Indonesia,b'Aceh',b'Aceh Besar'
5.53,95.66,193,7,Indonesia,b'Aceh',b'Aceh Besar'
5.49,95.66,628,7,Indonesia,b'Aceh',b'Aceh Besar'
5.45,95.66,1014,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.66,405,7,Indonesia,b'Aceh',b'Aceh Besar'
5.37,95.66,129,7,Indonesia,b'Aceh',b'Aceh Besar'
5.33,95.66,139,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.66,148,7,Indonesia,b'Aceh',b'Aceh Besar'
5.25,95.66,163,7,Indonesia,b'Aceh',b'Aceh Besar'
5.21,95.66,336,7,Indonesia,b'Aceh',b'Aceh Besar'
5.17,95.66,1258,7,Indonesia,b'Aceh',b'Aceh Besar'
5.13,95.66,1433,7,Indonesia,b'Aceh',b'Aceh Besar'
5.09,95.66,1782,7,Indonesia,b'Aceh',b'Aceh Besar'
5.05,95.66,1871,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.01,95.66,1495,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.97,95.66,781,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.93,95.66,604,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.89,95.66,497,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.85,95.66,385,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.81,95.66,142,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.77,95.66,91,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.73,95.66,163,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.69,95.66,64,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.65,95.66,48,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.61,95.66,29,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.57,95.7,15,7,Indonesia,b'Aceh',b'Aceh Besar'
5.53,95.7,125,7,Indonesia,b'Aceh',b'Aceh Besar'
5.49,95.7,399,7,Indonesia,b'Aceh',b'Aceh Besar'
5.45,95.7,492,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.7,382,7,Indonesia,b'Aceh',b'Aceh Besar'
5.37,95.7,229,7,Indonesia,b'Aceh',b'Aceh Besar'
5.33,95.7,144,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.7,239,7,Indonesia,b'Aceh',b'Aceh Besar'
5.25,95.7,467,7,Indonesia,b'Aceh',b'Aceh Besar'
5.21,95.7,546,7,Indonesia,b'Aceh',b'Aceh Besar'
5.17,95.7,495,7,Indonesia,b'Aceh',b'Aceh Besar'
5.13,95.7,901,7,Indonesia,b'Aceh',b'Aceh Besar'
5.09,95.7,1479,7,Indonesia,b'Aceh',b'Aceh Besar'
5.05,95.7,1303,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.01,95.7,1345,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.97,95.7,1099,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.93,95.7,946,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.89,95.7,1179,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.85,95.7,350,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.81,95.7,121,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.77,95.7,65,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.73,95.7,78,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.69,95.7,148,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.65,95.7,109,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.61,95.7,73,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.57,95.7,29,7,Indonesia,b'Aceh',b'Aceh Jaya'
2.77,95.7,34,7,Indonesia,b'Aceh',b'Simeulue'
5.57,95.74,6,7,Indonesia,b'Aceh',b'Aceh Besar'
5.53,95.74,99,7,Indonesia,b'Aceh',b'Pidie'
5.49,95.74,210,7,Indonesia,b'Aceh',b'Pidie'
5.45,95.74,426,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.74,352,7,Indonesia,b'Aceh',b'Aceh Besar'
5.37,95.74,194,7,Indonesia,b'Aceh',b'Aceh Besar'
5.33,95.74,266,7,Indonesia,b'Aceh',b'Aceh Besar'
5.29,95.74,358,7,Indonesia,b'Aceh',b'Aceh Besar'
5.25,95.74,561,7,Indonesia,b'Aceh',b'Aceh Besar'
5.21,95.74,729,7,Indonesia,b'Aceh',b'Aceh Besar'
5.17,95.74,691,7,Indonesia,b'Aceh',b'Aceh Besar'
5.13,95.74,685,7,Indonesia,b'Aceh',b'Aceh Besar'
5.09,95.74,1295,7,Indonesia,b'Aceh',b'Aceh Besar'
5.05,95.74,1282,7,Indonesia,b'Aceh',b'Aceh Jaya'
5.01,95.74,1208,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.97,95.74,1107,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.93,95.74,955,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.89,95.74,911,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.85,95.74,263,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.81,95.74,170,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.77,95.74,84,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.73,95.74,86,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.69,95.74,217,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.65,95.74,232,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.61,95.74,80,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.57,95.74,55,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.53,95.74,12,7,Indonesia,b'Aceh',b'Aceh Jaya'
2.81,95.74,67,7,Indonesia,b'Aceh',b'Simeulue'
2.77,95.74,81,7,Indonesia,b'Aceh',b'Simeulue'
5.53,95.78,11,7,Indonesia,b'Aceh',b'Pidie'
5.49,95.78,154,7,Indonesia,b'Aceh',b'Pidie'
5.45,95.78,372,7,Indonesia,b'Aceh',b'Aceh Besar'
5.41,95.78,250,7,Indonesia,b'Aceh',b'Pidie'
5.37,95.78,143,7,Indonesia,b'Aceh',b'Pidie'
5.33,95.78,154,7,Indonesia,b'Aceh',b'Pidie'
5.29,95.78,354,7,Indonesia,b'Aceh',b'Pidie'
5.25,95.78,478,7,Indonesia,b'Aceh',b'Pidie'
5.21,95.78,670,7,Indonesia,b'Aceh',b'Aceh Besar'
5.17,95.78,1154,7,Indonesia,b'Aceh',b'Aceh Besar'
5.13,95.78,923,7,Indonesia,b'Aceh',b'Aceh Besar'
5.09,95.78,1108,7,Indonesia,b'Aceh',b'Aceh Besar'
5.05,95.78,1381,7,Indonesia,b'Aceh',b'Pidie'
5.01,95.78,1243,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.97,95.78,954,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.93,95.78,928,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.89,95.78,786,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.85,95.78,199,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.81,95.78,195,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.77,95.78,146,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.73,95.78,257,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.69,95.78,263,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.65,95.78,332,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.61,95.78,155,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.57,95.78,115,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.53,95.78,26,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.49,95.78,10,7,Indonesia,b'Aceh',b'Aceh Jaya'
2.89,95.78,56,7,Indonesia,b'Aceh',b'Simeulue'
2.85,95.78,30,7,Indonesia,b'Aceh',b'Simeulue'
2.81,95.78,81,7,Indonesia,b'Aceh',b'Simeulue'
2.77,95.78,119,7,Indonesia,b'Aceh',b'Simeulue'
2.73,95.78,60,7,Indonesia,b'Aceh',b'Simeulue'
2.69,95.78,22,7,Indonesia,b'Aceh',b'Simeulue'
5.53,95.82,3,7,Indonesia,b'Aceh',b'Pidie'
5.49,95.82,53,7,Indonesia,b'Aceh',b'Pidie'
5.45,95.82,78,7,Indonesia,b'Aceh',b'Pidie'
5.41,95.82,58,7,Indonesia,b'Aceh',b'Pidie'
5.37,95.82,49,7,Indonesia,b'Aceh',b'Pidie'
5.33,95.82,105,7,Indonesia,b'Aceh',b'Pidie'
5.29,95.82,252,7,Indonesia,b'Aceh',b'Pidie'
5.25,95.82,303,7,Indonesia,b'Aceh',b'Pidie'
5.21,95.82,373,7,Indonesia,b'Aceh',b'Pidie'
5.17,95.82,868,7,Indonesia,b'Aceh',b'Aceh Besar'
5.13,95.82,1236,7,Indonesia,b'Aceh',b'Aceh Besar'
5.09,95.82,1111,7,Indonesia,b'Aceh',b'Aceh Besar'
5.05,95.82,1179,7,Indonesia,b'Aceh',b'Pidie'
5.01,95.82,1512,7,Indonesia,b'Aceh',b'Pidie'
4.97,95.82,1057,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.93,95.82,877,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.89,95.82,714,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.85,95.82,249,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.81,95.82,180,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.77,95.82,103,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.73,95.82,434,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.69,95.82,438,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.65,95.82,274,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.61,95.82,231,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.57,95.82,117,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.53,95.82,28,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.49,95.82,14,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.45,95.82,7,7,Indonesia,b'Aceh',b'Aceh Jaya'
2.89,95.82,70,7,Indonesia,b'Aceh',b'Simeulue'
2.85,95.82,51,7,Indonesia,b'Aceh',b'Simeulue'
2.81,95.82,70,7,Indonesia,b'Aceh',b'Simeulue'
2.77,95.82,164,7,Indonesia,b'Aceh',b'Simeulue'
2.73,95.82,112,7,Indonesia,b'Aceh',b'Simeulue'
2.69,95.82,75,7,Indonesia,b'Aceh',b'Simeulue'
2.65,95.82,30,7,Indonesia,b'Aceh',b'Simeulue'
5.49,95.86,58,7,Indonesia,b'Aceh',b'Pidie'
5.45,95.86,50,7,Indonesia,b'Aceh',b'Pidie'
5.41,95.86,46,7,Indonesia,b'Aceh',b'Pidie'
5.37,95.86,18,7,Indonesia,b'Aceh',b'Pidie'
5.33,95.86,33,7,Indonesia,b'Aceh',b'Pidie'
5.29,95.86,108,7,Indonesia,b'Aceh',b'Pidie'
5.25,95.86,103,7,Indonesia,b'Aceh',b'Pidie'
5.21,95.86,125,7,Indonesia,b'Aceh',b'Pidie'
5.17,95.86,350,7,Indonesia,b'Aceh',b'Pidie'
5.13,95.86,738,7,Indonesia,b'Aceh',b'Pidie'
5.09,95.86,987,7,Indonesia,b'Aceh',b'Pidie'
5.05,95.86,844,7,Indonesia,b'Aceh',b'Pidie'
5.01,95.86,1241,7,Indonesia,b'Aceh',b'Pidie'
4.97,95.86,1082,7,Indonesia,b'Aceh',b'Pidie'
4.93,95.86,781,7,Indonesia,b'Aceh',b'Pidie'
4.89,95.86,625,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.85,95.86,383,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.81,95.86,307,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.77,95.86,227,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.73,95.86,311,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.69,95.86,430,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.65,95.86,346,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.61,95.86,201,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.57,95.86,69,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.53,95.86,20,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.49,95.86,13,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.45,95.86,13,7,Indonesia,b'Aceh',b'Aceh Jaya'
4.41,95.86,16,7,Indonesia,b'Aceh',b'Aceh Jaya'
2.89,95.86,44,7,Indonesia,b'Aceh',b'Simeulue'
2.85,95.86,35,7,Indonesia,b'Aceh',b'Simeulue'
2.81,95.86,62,7,Indonesia,b'Aceh',b'Simeulue'
2.77,95.86,133,7,Indonesia,b'Aceh',b'Simeulue'
2.73,95.86,167,7,Indonesia,b'Aceh',b'Simeulue'
2.69,95.86,107,7,Indonesia,b'Aceh',b'Simeulue'
2.65,95.86,69,7,Indonesia,b'Aceh',b'Simeulue'
5.41,95.9,17,7,Indonesia,b'Aceh',b'Pidie'
5.37,95.9,18,7,Indonesia,b'Aceh',b'Pidie'
5.33,95.9,17,7,Indonesia,b'Aceh',b'Pidie'
